Buildup_area,Carpet_area,Bathrooms,Parking,Brokerage,Floor,Per_sqft_price,BHK,Total_bedrooms,Price_Category
668.0,418.5582967,2.0,1,51929.55442,7.0,4040.0,1.0,1.0,Low
727.0,627.0,2.0,1,180000.0,22.0,24760.0,2.0,2.0,Medium
595.0,407.0,1.0,2,58000.0,9.0,4870.0,1.0,1.0,Low
825.0,725.0,2.0,1,230000.0,17.0,27880.0,2.0,2.0,High
1200.0,1076.948518,1.0,2,43000000.0,35.0,35830.0,3.0,2.0,Very High
1100.0,950.0,3.0,1,450000.0,9.0,40910.0,3.0,3.0,Very High
2000.0,1894.037842,1.0,2,1200000.0,39.0,60000.0,3.0,3.0,Very High
850.0,680.0,2.0,1,170000.0,22.0,17650.0,2.0,2.0,Medium
500.0,359.8880822,2.0,1,37658.36067,7.0,4490.0,1.0,1.0,Low
2700.0,2150.0,3.0,3,950000.0,31.0,35190.0,3.0,3.0,Very High
575.0,426.8219842,1.0,1,150000.0,7.0,11300.0,1.0,1.0,Low
2000.0,1700.0,3.0,2,830000.0,9.0,41250.0,3.0,3.0,Very High
756.0,560.0,2.0,0,130000.0,8.0,16530.0,2.0,2.0,Medium
1218.0,975.0,2.0,2,390000.0,41.0,32020.0,2.0,2.0,Very High
530.0,379.5150795,2.0,1,55999.0,16.0,5470.0,1.0,1.0,Low
520.0,430.0,2.0,0,97000.0,8.0,18650.0,1.0,1.0,Low
560.0,380.0,1.0,1,54060.12053,7.0,5000.0,1.0,1.0,Low
710.0,608.6444799,1.0,1,19000000.0,7.0,26760.0,2.0,2.0,Medium
585.0,480.0,1.0,0,100000.0,8.0,17090.0,1.0,1.0,Low
900.0,771.0,2.0,2,230000.0,43.0,25000.0,2.0,2.0,High
1020.0,664.1027015,1.0,1,27500000.0,39.0,26960.0,2.0,2.0,High
550.0,475.0,2.0,0,92000.0,4.0,16730.0,1.0,1.0,Low
625.0,712.1573654,1.0,1,26000000.0,7.0,41600.0,1.0,1.0,High
2871.0,3349.976617,4.0,2,165000000.0,40.0,57470.0,4.0,4.0,Very High
810.0,616.4925496,1.0,1,22500000.0,15.0,27800.0,2.0,2.0,High
800.0,640.3330008,1.0,1,18900000.0,11.0,23630.0,2.0,2.0,Medium
1660.0,1250.0,3.0,1,247031.6816,21.0,19880.0,3.0,3.0,High
720.0,500.0,2.0,1,0.0,23.0,23330.0,2.0,2.0,Medium
750.0,460.0,2.0,1,110000.0,15.0,15330.0,1.0,1.0,Medium
1100.0,733.7725301,1.392111373,1,18500000.0,6.0,16820.0,3.0,1.999999973,Medium
1400.0,1070.0,3.0,2,390000.0,63.0,27500.0,3.0,3.0,Very High
630.0,380.0,2.0,1,160000.0,23.0,26190.0,1.0,1.0,Medium
850.0,770.0021032,1.0,1,27000000.0,7.0,31760.0,2.0,2.0,High
450.0,450.0,2.0,0,140000.0,9.0,31110.0,1.0,1.0,Medium
750.0,475.0,2.0,0,63809.40572,19.0,9470.0,1.0,1.0,Low
550.0,420.0,2.0,0,92000.0,8.0,16730.0,1.0,1.0,Low
650.0,430.0119243,1.0,1,10500000.0,7.0,16150.0,1.0,2.0,Medium
370.0,410.7777965,1.0,0,0.0,13.85630801,15950.0,1.0,1.0,Low
1450.0,1045.0,2.0,1,380000.0,24.0,26210.0,3.0,3.0,Very High
1300.0,1037.0,4.0,2,360000.0,20.0,27690.0,3.0,3.0,Very High
1450.0,1150.0,2.0,1,370000.0,13.0,25520.0,3.0,3.0,Very High
862.0,862.0,2.0,1,400000.0,10.0,45820.0,2.0,2.0,Very High
865.0,885.7540012,1.0,1,28500000.0,16.0,32950.0,3.0,3.0,High
1868.0,1768.0,3.0,2,730000.0,43.0,38810.0,4.0,4.0,Very High
1150.0,733.1014356,3.0,1,324765.9396,12.0,8700.0,2.0,2.0,Low
850.0,675.0,2.0,1,210000.0,15.0,24700.0,2.0,2.0,High
1550.0,912.0,2.0,2,251576.4705,65.0,17100.0,3.0,3.0,High
600.0,495.0,2.0,1,130000.0,12.0,21670.0,1.0,1.0,Medium
4500.0,1928.470294,1.0,4,125000000.0,12.0,27780.0,5.0,2.0,Very High
800.0,1400.2932,1.0,1,41500000.0,40.0,51880.0,2.0,2.0,Very High
2650.0,1950.0,4.0,2,750000.0,40.0,28300.0,4.0,4.0,Very High
1050.0,750.0,2.0,0,2366222.456,33.0,12380.0,2.0,2.0,Medium
570.0,447.8631737,1.0,1,12500000.0,7.0,21930.0,1.0,2.0,Medium
1700.0,1500.0,3.0,2,550000.0,20.0,32350.0,4.0,4.0,Very High
930.0,650.0,2.0,1,1112.82766,12.0,9250.0,2.0,2.0,Low
1050.0,720.0,2.0,1,230000.0,38.0,21430.0,2.0,2.0,High
750.0,530.0,2.0,0,0.0,23.0,14670.0,2.0,2.0,Medium
650.0,480.0,1.0,1,150000.0,9.0,11540.0,1.0,1.0,Low
1250.0,1228.200635,1.0,1,40000000.0,15.0,32000.0,3.0,2.0,Very High
1100.0,1000.0,3.0,1,280000.0,18.0,25450.0,3.0,3.0,High
1470.0,995.0,2.0,1,320000.0,22.0,21700.0,3.0,3.0,High
1000.0,527.4673527,1.016034715,1,18200000.0,21.0,18200.0,4.0,1.018328401,Medium
1250.0,1052.0,3.0,3,300000.0,40.0,23600.0,3.0,3.0,High
937.0,568.0,2.0,1,190000.0,24.0,21240.0,1.0,1.0,High
1050.0,914.8711503,1.0,1,35000000.0,16.0,33330.0,3.0,2.0,Very High
1150.0,1000.0,2.0,1,310000.0,34.0,26960.0,2.0,2.0,High
2500.0,1850.0,4.0,3,620000.0,7.0,24600.0,4.0,4.0,Very High
1250.0,750.0,2.0,1,370000.0,32.0,29600.0,2.0,2.0,Very High
1550.0,1330.0,2.0,2,580000.0,12.0,37740.0,3.0,3.0,Very High
650.0,450.0,2.0,1,100000.0,7.0,16920.0,1.0,1.0,Medium
500.0,260.0,1.0,1,50220.0,14.0,5020.0,1.0,1.0,Low
1350.0,1050.0,2.0,2,430000.0,36.0,31480.0,3.0,3.0,Very High
950.0,620.0,2.0,1,71655.31525,20.0,8950.0,2.0,2.0,Low
900.0,690.0,2.0,2,20656259.5,21.0,25000.0,2.0,2.0,High
600.0,466.0,2.0,2,110000.0,31.0,17500.0,1.0,1.0,Medium
1050.0,946.5580998,1.0,1,42000000.0,22.0,40000.0,2.0,2.0,Very High
800.0,636.5830049,2.0,1,16000000.0,7.0,20000.0,2.0,2.0,Medium
950.0,630.0,2.0,2,230000.0,35.0,23680.0,2.0,2.0,High
1250.0,920.0,3.0,1,0.0,22.0,20560.0,3.0,3.0,High
890.0,690.0,2.0,1,170000.0,7.0,19100.0,2.0,2.0,Medium
1410.0,1175.0,3.0,4,530000.0,11.0,37230.0,3.0,3.0,Very High
950.0,850.0,2.0,1,270000.0,53.0,28630.0,2.0,2.0,High
3361.0,1186.278714,2.0,2,15000000.0,7.622198828,4460.0,3.0,3.0,Medium
808.0,708.0,2.0,1,320000.0,9.0,39360.0,2.0,2.0,High
900.0,625.0,2.0,1,150000.0,14.0,17220.0,2.0,2.0,Medium
680.0,470.0,1.0,2,7227891.458,7.0,25590.0,1.0,1.0,Medium
500.0,333.3787043,2.0,1,43567.51259,7.0,4400.0,1.0,2.0,Low
693.0,628.0,2.0,1,180000.0,42.0,25970.0,2.0,2.0,Medium
630.0,452.7288065,1.0,1,139978.8655,12.0,11430.0,1.0,1.0,Low
1450.0,1380.0,2.0,1,190000.0,12.0,11570.0,2.0,2.0,Medium
1854.0,1700.0,3.0,3,1100000.0,59.0,59330.0,4.0,4.0,Very High
995.0,620.0,2.0,1,130000.0,12.0,12460.0,2.0,2.0,Medium
1501.0,1366.953502,1.0,1,70000000.0,8.0,46630.0,4.0,3.0,Very High
1641.0,1200.0,3.0,2,290000.0,31.0,17370.0,3.0,3.0,High
1250.0,1100.0,3.0,1,430000.0,14.0,34000.0,3.0,3.0,Very High
2500.0,1927.589478,1.0,3,130000000.0,22.0,52000.0,4.0,5.0,Very High
688.0,481.4968669,1.0,1,15000000.0,8.0,21800.0,2.0,2.0,Medium
1200.0,1117.266737,1.0,2,46500000.0,13.0,38750.0,3.0,3.0,Very High
885.0,670.0,2.0,0,180000.0,20.0,20110.0,2.0,2.0,Medium
2200.0,1526.0,3.0,3,730000.0,70.0,33410.0,4.0,4.0,Very High
675.0,510.9922883,2.0,1,11800000.0,13.0,17480.0,1.0,2.0,Medium
585.0,480.0,2.0,0,80000.0,8.0,17090.0,1.0,1.0,Low
950.0,675.0,2.0,1,200000.0,23.0,21050.0,2.0,2.0,High
950.0,850.0,4.0,2,290000.0,10.0,30530.0,3.0,3.0,High
550.0,437.1731494,1.0,2,14000000.0,9.0,25450.0,1.0,1.0,Medium
850.0,547.0,1.0,1,79945.8881,22.0,6090.0,2.0,2.0,Low
1125.0,1000.0,3.0,1,650000.0,16.0,57780.0,2.0,2.0,Very High
750.0,660.5470367,1.0,1,21000000.0,12.0,28000.0,2.0,2.0,High
888.0,840.0,2.0,1,260000.0,22.0,29050.0,2.0,2.0,High
2300.0,1999.999808,1.0,2,110000000.0,14.0,47830.0,4.0,4.0,Very High
1650.0,1929.86868,1.0,2,78500000.0,23.0,47580.0,3.0,4.0,Very High
710.0,460.0,2.0,2,101200.7503,12.0,10350.0,1.0,1.0,Low
1890.0,1490.0,3.0,3,1000000.0,55.0,52910.0,4.0,4.0,Very High
800.0,678.0,2.0,1,150000.0,23.0,18750.0,2.0,2.0,Medium
1475.0,1075.0,2.0,3,240000.0,25.0,15930.0,3.0,3.0,High
1650.0,1350.0,3.0,1,57991133.58,17.0,35150.0,3.0,3.0,Very High
550.0,425.0,2.0,1,100000.0,7.0,18180.0,1.0,1.0,Low
558.0,512.3746684,1.0,1,25000000.0,5.0,44800.0,2.0,1.0,High
680.0,418.5902076,2.0,1,51915.79182,7.0,9560.0,1.0,1.0,Low
2000.0,1472.012772,2.999880613,1,92000000.0,20.0,46000.0,3.0,3.999940445,Very High
835.0,650.0,1.0,1,67651.36752,7.0,5030.0,2.0,2.0,Low
700.0,684.2951476,1.0,1,19500000.0,11.0,27860.0,2.0,2.0,High
850.0,547.0,1.0,1,64387.20288,22.0,6260.0,2.0,2.0,Low
1250.0,956.0,3.0,1,250000.004,7.0,20400.0,3.0,3.0,High
1250.0,959.2686407,1.0,0,15000000.0,5.0,12000.0,3.0,2.0,Medium
910.0,715.0,2.0,0,130000.0,10.0,13740.0,2.0,2.0,Medium
677.0,465.0,2.0,1,0.0,22.0,24370.0,1.0,1.0,Medium
815.0,650.0,2.0,0,140000.0,8.0,17180.0,2.0,2.0,Medium
878.0,778.0,2.0,1,0.0,13.0,45440.0,2.0,2.0,Very High
1010.0,877.0,2.0,3,360000.0,45.0,35640.0,3.0,3.0,Very High
1200.0,850.0,2.0,1,280000.0,22.0,23330.0,2.0,2.0,High
896.0,747.0,2.0,1,11725662.62,16.0,14510.0,2.0,2.0,Medium
1360.0,1100.0,3.0,2,400000.0,25.0,33090.0,3.0,3.0,Very High
580.0,480.0,2.0,1,160000.0,17.0,27590.0,1.0,1.0,Medium
650.0,418.183645,1.0,1,83283.33325,9.0,9230.0,1.0,1.0,Low
1200.0,790.0,1.0,1,280000.0,22.0,23330.0,2.0,2.0,High
1050.0,1367.815752,1.0,2,57500000.0,12.0,54760.0,3.0,3.0,Very High
450.0,447.5256897,1.0,0,12500000.0,7.0,27780.0,1.0,2.0,Medium
500.0,361.4206799,1.0,1,80620.90613,9.0,18000.0,1.0,2.0,Low
665.0,565.0,2.0,1,170000.0,7.0,25560.0,1.0,1.0,Medium
1450.0,950.0,2.0,1,450000.0,50.0,31030.0,2.0,2.0,Very High
890.0,609.2363164,1.0,0,17000000.0,15.0,19100.0,2.0,2.0,Medium
1450.0,1350.0,2.0,2,850000.0,90.0,58620.0,3.0,3.0,Very High
600.0,430.0,2.0,1,52136.66061,20.0,8670.0,1.0,1.0,Low
540.0,379.650662,2.323605368,1,6908.313288,4.0,5740.0,1.0,1.193650492,Low
590.0,315.0,2.0,1,0.0,15.0,6710.0,1.0,1.0,Low
800.0,750.0,2.0,2,150000.0,22.0,18750.0,2.0,2.0,Medium
600.0,390.0,1.0,1,140000.0,7.0,23330.0,1.0,1.0,Medium
800.0,600.0,1.0,2,130000.0,13.0,15630.0,1.0,1.0,Medium
610.0,460.0,2.0,1,109797.6655,23.0,17210.0,1.0,1.0,Medium
1550.0,1160.0,3.0,2,360000.0,16.0,24520.0,3.0,3.0,Very High
1564.0,1060.0,3.0,1,350000.0223,30.0,22380.0,3.0,3.0,Very High
1400.0,1350.28107,1.0,1,57000000.0,15.0,40710.0,3.0,3.0,Very High
1525.0,1226.55014,1.0,1,50000000.0,7.0,32790.0,3.0,3.0,Very High
1200.0,1067.48518,1.0,1,42500000.0,21.0,35420.0,3.0,3.0,Very High
558.0,385.0,2.0,1,90000.0,22.0,16130.0,1.0,1.0,Low
396.0,235.1063998,2.0,1,0.0,15.0,11360.0,1.0,1.0,Low
690.0,480.0,2.0,0,96254.08068,25.0,13770.0,2.0,2.0,Low
1150.0,865.0,2.0,1,300000.0,19.0,26520.0,2.0,2.0,High
580.0,475.0,2.0,0,150000.0,25.0,12590.0,1.0,1.0,Low
625.0,568.225459,1.0,1,17000000.0,25.0,27200.0,1.0,2.0,Medium
600.0,450.0,2.0,1,95000.0,7.0,15830.0,1.0,1.0,Low
510.0,263.5456318,2.0,2,64000.00242,15.0,6270.0,1.0,1.0,Low
1300.0,1019.0,3.0,1,500000.0,27.0,38460.0,3.0,3.0,Very High
553.0,400.0,2.0,0,140000.0,16.0,25320.0,2.0,2.0,Medium
1350.0,1241.0,3.0,2,360000.0,36.0,26670.0,2.0,2.0,Very High
2000.0,1599.991019,1.0,2,72500000.0,10.0,36250.0,3.0,4.0,Very High
600.0,475.8444872,1.0,1,87239.5956,14.0,15000.0,1.0,2.0,Low
525.0,394.067823,1.0,1,48304.76651,3.0,7810.0,1.0,2.0,Low
650.0,470.0,2.0,0,120000.0,14.0,18460.0,1.0,1.0,Medium
1315.0,1032.209443,1.0,1,300000.0,18.0,22810.0,3.0,3.0,High
2086.0,1886.0,4.0,3,630000.0,54.0,29960.0,4.0,4.0,Very High
650.0,474.5045317,3.0,0,56523.34865,14.0,7080.0,2.0,2.0,Low
560.0,490.0,2.0,1,0.0,7.0,27680.0,2.0,2.0,Medium
680.0,439.0,2.0,0,150000.0,22.0,21910.0,1.0,1.0,Medium
1400.0,1300.0,2.0,2,400000.0,22.0,28210.0,3.0,3.0,Very High
1450.0,940.0,2.0,2,340000.0,20.0,23450.0,3.0,3.0,High
1600.0,1275.0,4.0,2,720000.0,72.0,45000.0,3.0,3.0,Very High
840.0,670.1960196,1.0,2,19500000.0,22.0,23210.0,2.0,2.0,High
680.0,470.0,2.0,1,95000.0,7.0,13970.0,1.0,1.0,Low
890.0,510.0,2.0,1,65000.0,7.0,4100.0,2.0,2.0,Low
880.0,680.0,2.0,1,210000.0,47.0,23860.0,2.0,2.0,High
1100.0,700.0,2.0,1,240000.0,22.0,21820.0,2.0,2.0,High
590.0,385.0,1.0,1,58694.8624,9.0,4920.0,1.0,1.0,Low
650.0,381.0,1.0,1,0.0,25.0,24610.0,1.0,1.0,Medium
950.0,668.0,2.0,1,280000.0,24.0,28950.0,2.0,2.0,High
900.0,689.9468963,1.0,1,22500000.0,7.0,25000.0,3.0,3.0,High
1060.0,870.2696894,1.0,1,24000000.0,12.0,22640.0,2.0,2.0,High
1200.0,880.0,2.0,0,0.0,25.0,21250.0,3.0,3.0,High
2100.0,1400.0,4.0,2,99680821.3,42.0,47620.0,3.0,3.0,Very High
964.0,675.0,2.0,1,180000.0,17.0,18670.0,2.0,2.0,Medium
511.0,553.256844,1.0,1,2361808.747,40.0,30200.0,1.0,2.0,Medium
500.0,475.4385987,1.0,1,43978.13479,18.0,9500.0,1.0,2.0,Low
700.0,400.0,1.0,0,70000.00232,15.0,5000.0,1.0,1.0,Low
490.0,509.9801986,1.41900433,1,11800000.0,16.0,24080.0,1.0,2.000000084,Medium
710.0,440.0,1.0,1,70000.0,7.0,4930.0,1.0,1.0,Low
1350.0,881.7896833,1.0,1,23000000.0,6.0,17040.0,3.0,3.0,High
610.0,450.0,2.0,1,95000.0,21.0,15570.0,1.0,1.0,Low
1500.0,1020.976639,1.0,1,31000000.0,17.0,20670.0,3.0,3.0,High
895.0,716.0,2.0,1,240000.0,21.0,26820.0,2.0,2.0,High
985.0,629.0,2.0,1,280000.0,23.0,27920.0,2.0,2.0,High
570.0,315.0,2.0,1,54999.0,7.0,9300.0,1.0,1.0,Low
626.0,504.0,2.0,1,140000.0,28.0,24120.0,2.0,2.0,Medium
1400.0,1150.0,3.0,2,580000.0,21.0,41070.0,3.0,3.0,Very High
1050.0,650.0,2.0,1,84884.43053,19.0,8100.0,2.0,2.0,Low
950.0,850.0,2.0,1,40293719.83,10.0,49470.0,2.0,2.0,Very High
1010.0,802.1645801,2.0,2,189783.6799,38.0,18610.0,3.0,3.0,Medium
1849.0,1349.0,3.0,2,410000.0,39.0,22170.0,3.0,3.0,Very High
525.0,425.0,2.0,1,0.0,18.0,24000.0,1.0,1.0,Medium
675.0,464.0,2.0,1,0.0,15.0,4370.0,1.0,1.0,Low
2900.0,2700.0,4.0,3,1500000.0,73.0,51720.0,4.0,4.0,Very High
1250.0,921.2005862,1.0,1,28500000.0,24.0,22800.0,3.0,3.0,High
820.0,685.2177813,1.0,1,19500000.0,15.0,23780.0,2.0,2.0,High
1753.0,1594.0,3.0,3,600000.0,35.0,34230.0,4.0,4.0,Very High
1100.0,899.0,2.0,1,0.0,16.0,15450.0,2.0,2.0,Medium
2200.0,2150.0,3.0,2,350000.0154,15.0,16140.0,3.0,3.0,Very High
1451.0,1151.0,3.0,2,450000.0,45.0,31360.0,3.0,3.0,Very High
1150.0,1065.919797,1.0,1,33000000.0,4.0,28700.0,3.0,2.0,High
1278.0,783.505035,3.0,2,79937.95032,12.0,6650.0,3.0,3.0,Low
900.0,1027.882066,2.0,1,34000000.0,11.0,37780.0,3.0,3.0,High
1550.0,1190.0,3.0,2,650000.0,71.0,41940.0,3.0,3.0,Very High
550.0,405.0,2.0,0,130000.0,19.0,23640.0,1.0,1.0,Medium
808.0,1021.587978,1.0,1,31800000.0,9.0,39360.0,2.0,2.0,High
1100.0,850.0,2.0,1,380000.0,55.0,34550.0,2.0,2.0,Very High
1250.0,750.0,2.0,1,0.0,25.0,8560.0,2.0,2.0,Medium
865.0,544.1925358,3.0,1,95784.51316,7.0,5660.0,2.0,1.0,Low
1250.0,1055.0,3.0,1,230000.0,36.0,18000.0,3.0,3.0,High
850.0,750.0,2.0,1,280000.0,7.0,32940.0,2.0,2.0,High
1200.0,790.0,3.0,0,120000.0,34.48111723,10000.0,3.0,3.0,Medium
1200.0,780.0101615,1.0,1,22500000.0,9.0,18750.0,3.0,3.0,High
650.0,585.0,1.0,1,110000.0,8.0,16150.0,1.0,1.0,Medium
2100.0,1667.603742,1.0,2,95000000.0,30.0,45240.0,3.0,2.0,Very High
1600.0,1200.0,3.0,2,15422836.41,35.0,25940.0,3.0,3.0,Very High
720.0,446.9500988,3.0,1,55239.51443,8.0,9170.0,1.0,1.0,Low
1320.0,1080.0,2.0,1,210000.0,7.0,15910.0,4.0,4.0,High
3000.0,2100.0,4.0,2,2400000.0,30.0,90000.0,3.0,3.0,Very High
670.0,395.0,1.0,1,39999.0,17.0,4100.0,1.0,1.0,Low
2400.0,2021.351997,1.0,2,120000000.0,12.0,50000.0,4.0,4.0,Very High
980.0,818.8006729,1.0,1,24200000.0,8.0,24690.0,3.0,2.0,High
1100.0,900.0,4.0,1,300000.0,10.0,27270.0,3.0,3.0,High
650.0,400.0,1.0,0,75647.6441,15.0,10920.0,1.0,1.0,Low
580.0,360.0,1.0,0,62162.44136,14.0,5690.0,1.0,1.0,Low
600.0,552.0,1.0,1,42695.92537,7.0,4750.0,1.0,1.0,Low
3000.0,2100.0,5.0,3,1000000.0,11.0,33330.0,5.0,5.0,Very High
645.0,455.5722156,1.0,1,11000000.0,32.0,17050.0,2.0,2.0,Medium
590.0,403.0,1.0,2,0.0,15.0,4240.0,1.0,1.0,Low
900.0,750.0,2.0,1,160000.0,14.0,17780.0,2.0,2.0,Medium
670.0,419.0,2.0,1,100000.0,19.0,7760.0,1.0,1.0,Low
1020.0,640.0,2.0,1,180000.0,18.0,17650.0,2.0,2.0,Medium
800.0,650.0,2.0,1,170000.0,15.0,22250.0,2.0,2.0,Medium
670.0,639.0136235,2.0,1,170000.0,6.0,12540.0,2.0,2.0,Low
1250.0,905.0,3.0,1,350000.0,29.0,27600.0,3.0,3.0,High
870.0,768.0,2.0,1,200000.0,18.0,25290.0,2.0,2.0,High
550.0,425.0,2.0,0,110000.0,15.0,19090.0,1.0,1.0,Medium
450.0,351.3670597,1.168432749,1,73593.31972,14.0,17110.0,1.0,1.0,Low
400.0,322.0,2.0,1,86000.00396,18.0,21500.0,1.0,1.0,Low
750.0,594.3513295,1.0,1,17000000.0,21.0,22670.0,2.0,2.0,Medium
585.0,361.0,1.0,1,58657.81862,7.0,4960.0,1.0,1.0,Low
960.0,664.0,2.0,1,170000.0,28.0,18020.0,2.0,2.0,Medium
665.0,415.0,1.0,1,71000.0,7.0,10680.0,1.0,1.0,Low
1395.0,1097.376885,1.0,2,45000000.0,62.0,32260.0,3.0,3.0,Very High
1010.0,718.0,2.0,1,190000.0,21.0,18810.0,2.0,2.0,Medium
990.0,602.0,2.0,1,553256.8719,32.0,12630.0,2.0,2.0,Medium
1600.0,1491.056896,1.0,1,45000000.0,37.0,28130.0,3.0,3.0,Very High
500.0,392.0,2.0,1,66000.0,22.0,6600.0,1.0,1.0,Low
789.0,659.0,2.0,1,180000.0,23.0,12420.0,2.0,2.0,Low
1250.0,1072.225204,1.0,1,42500000.0,6.0,34000.0,3.0,4.0,Very High
570.0,400.0,1.0,2,0.0,7.0,4530.0,1.0,1.0,Low
980.0,840.0,3.0,1,3579498.63,12.0,13780.0,3.0,3.0,Medium
700.0,471.3629944,2.0,1,90969.64596,16.0,13000.0,1.0,2.0,Low
1520.0,1100.0,2.0,1,260000.0,7.0,17110.0,3.0,3.0,High
1800.0,1127.0,3.0,2,430000.0,62.0,24010.0,3.0,3.0,Very High
1850.0,1928.46213,3.0,2,125000000.0,8.0,67570.0,3.0,3.0,Very High
1000.0,719.0137857,1.999898596,1,17500000.0,4.0,17500.0,2.0,2.0,Medium
750.0,427.0,2.0,1,100000.0,21.0,13330.0,1.0,1.0,Low
2000.0,1399.999883,1.0,2,65000000.0,8.0,32500.0,2.0,2.0,Very High
696.0,515.0495136,2.0,0,100000.0,7.0,7180.0,1.0,2.0,Low
3000.0,1950.0,4.0,3,750000.0,27.0,26670.0,4.0,4.0,Very High
1251.0,1030.0,3.0,2,380000.0,14.0,30050.0,3.0,3.0,Very High
410.0,304.9999753,1.0,1,51999.99579,24.0,12680.0,1.0,2.0,Low
660.0,444.5337394,1.0,0,89735.63661,18.0,14850.0,2.0,2.0,Low
1303.0,1003.0,3.0,2,370000.0,45.0,28400.0,3.0,3.0,Very High
625.0,580.0,2.0,1,170000.0,16.0,29600.0,2.0,2.0,Medium
865.0,706.2252667,1.0,1,24500000.0,7.0,28320.0,2.0,2.0,High
1900.0,1881.960635,1.0,1,80000000.0,7.0,42100.0,3.0,3.0,Very High
630.0,380.000002,2.0,1,7.4e-05,4.0,2860.0,1.0,1.0,Low
800.0,666.0,2.0,1,170000.0,25.0,21500.0,2.0,2.0,Medium
1000.0,700.0,2.0,1,230000.0,21.0,22500.0,2.0,2.0,High
1050.0,840.0,2.0,1,302682.9659,35.0,26190.0,2.0,2.0,High
750.0,500.0,2.0,1,93382.76044,30.0,11330.0,1.0,1.0,Low
660.0,660.0,1.0,1,0.0,14.0,32580.0,2.0,2.0,High
720.0,670.0,2.0,1,160000.0,18.0,22920.0,2.0,2.0,Medium
956.0,590.0,2.0,1,200000.0,12.0,20920.0,2.0,2.0,High
1400.0,950.0,2.0,1,320000.0,22.0,23210.0,3.0,3.0,High
1250.0,845.0,2.0,1,200000.0,21.0,16000.0,3.0,3.0,High
610.0,395.0,1.0,1,4767.461142,22.0,5460.0,1.0,1.0,Low
1650.0,1500.0,4.0,2,392251.5414,16.0,27270.0,4.0,4.0,Very High
3100.0,3000.0,2.0,6,1150000.0,55.0,37100.0,4.0,4.0,Very High
625.0,405.0,2.0,1,46155.23926,22.0,5440.0,1.0,1.0,Low
890.0,784.0,2.0,1,0.0,27.0,27190.0,2.0,2.0,High
1165.0,732.0,2.0,1,200000.0,36.0,17600.0,2.0,2.0,High
1480.0,1366.997471,2.478924602,2,71000000.0,15.0,47970.0,3.0,3.0,Very High
1170.0,1070.0,3.0,1,0.0,10.0,25640.0,3.0,3.0,High
1058.0,511.5682846,1.0,2,140466.0249,19.0,14290.0,3.0,3.0,Medium
950.0,700.5700036,2.0,2,16000000.0,21.0,16840.0,2.0,2.0,Medium
812.0,618.4200351,1.0,1,18500000.0,12.0,22780.0,2.0,2.0,Medium
1000.0,724.7563576,1.0,1,21500000.0,9.0,21500.0,2.0,2.0,High
650.0,678.2142285,1.0,0,21000000.0,14.0,32310.0,1.0,2.0,High
950.0,840.0,2.0,3,0.0,16.0,26320.0,2.0,2.0,High
1350.0,1092.0,3.0,2,530000.0,78.0,38890.0,3.0,3.0,Very High
810.0,766.7202664,1.0,1,26500000.0,22.0,32720.0,2.0,2.0,High
1000.0,565.0,1.0,1,190000.0,28.0,19000.0,2.0,2.0,Medium
550.0,450.0,2.0,0,130000.0,15.0,22730.0,1.0,1.0,Medium
985.0,739.1741794,1.0,1,21000000.0,26.0,21320.0,2.0,1.0,High
888.0,550.0,2.0,1,150000.0,23.0,16890.0,2.0,2.0,Medium
2208.0,1472.0,3.0,2,530000.0,40.0,24230.0,3.0,3.0,Very High
585.0,368.0,1.0,1,55000.0,9.0,4700.0,1.0,1.0,Low
1100.0,850.0,3.0,2,220000.0,20.0,20090.0,3.0,3.0,High
600.0,475.0,2.0,1,130000.0,8.0,20830.0,1.0,1.0,Medium
1100.0,935.0,2.0,2,0.0,4.0,7450.0,2.0,2.0,Low
403.0,539.8682013,1.0,1,12200000.0,18.0,30270.0,1.0,2.0,Medium
750.0,430.0,2.0,1,57000.0,15.0,3800.0,1.0,1.0,Low
1291.0,1076.0,2.0,2,340000.0,43.0,26340.0,3.0,3.0,High
1850.0,1218.0,3.0,2,680000.0,30.0,41890.0,3.0,3.0,Very High
1877.0,1218.269479,4.0,2,498145.1304,39.0,20470.0,4.0,4.0,Very High
1550.0,1200.0,3.0,2,500000.0051,28.0,32260.0,3.0,3.0,Very High
1562.0,1250.0,3.0,1,650000.0,13.0,41610.0,4.0,4.0,Very High
780.0,671.0,2.0,1,220000.0,22.0,28200.0,2.0,2.0,High
1320.0,805.0,3.0,2,150000.0,12.0,10530.0,3.0,3.0,Medium
1050.0,736.0,2.0,1,250000.0,45.0,23810.0,2.0,2.0,High
1155.0,652.4973717,3.0,2,5256033.671,18.0,11260.0,2.0,2.0,Medium
1255.0,950.0,3.0,1,250000.0,17.0,20320.0,3.0,3.0,High
600.0,390.0,2.0,1,110000.0,8.0,17500.0,1.0,1.0,Medium
650.0,400.0,2.0,0,0.0,22.0,5230.0,1.0,1.0,Low
650.0,431.8812437,3.0,1,99969.26069,7.0,10770.0,1.0,2.0,Low
1100.0,955.0,3.0,1,300000.0,18.0,27270.0,3.0,3.0,High
600.0,427.0,2.0,1,100000.0,21.0,16670.0,1.0,1.0,Low
1477.0,1055.0,3.0,1,0.0,12.0,19630.0,3.0,3.0,High
7316.0,2533.0,4.0,4,700000.0,34.07643333,9570.0,3.0,3.0,Very High
